word,source
really,26考研英语一考试大纲-131-R-5-really
realm,26考研英语一考试大纲-131-R-6-realm
reap,26考研英语一考试大纲-131-R-7-reap
rear,26考研英语一考试大纲-131-R-8-rear
reason,26考研英语一考试大纲-131-R-9-reason
reasonable,26考研英语一考试大纲-131-R-10-reasonable
reassure,26考研英语一考试大纲-131-R-11-reassure
rebel,26考研英语一考试大纲-131-R-12-rebel
rebellion,26考研英语一考试大纲-131-R-13-rebellion
recall,26考研英语一考试大纲-131-R-14-recall
recede,26考研英语一考试大纲-131-R-15-recede
receipt,26考研英语一考试大纲-131-R-16-receipt
receive,26考研英语一考试大纲-131-R-17-receive
recent,26考研英语一考试大纲-131-R-18-recent
reception,26考研英语一考试大纲-131-R-19-reception
recession,26考研英语一考试大纲-131-R-20-recession
recipe,26考研英语一考试大纲-131-R-21-recipe
recipient,26考研英语一考试大纲-131-R-22-recipient
reciprocal,26考研英语一考试大纲-131-R-23-reciprocal
recite,26考研英语一考试大纲-132-L-1-recite
reckless,26考研英语一考试大纲-132-L-2-reckless
reckon,26考研英语一考试大纲-132-L-3-reckon
reclaim,26考研英语一考试大纲-132-L-4-reclaim
recognise,26考研英语一考试大纲-132-L-5-recognise / -ize
recognition,26考研英语一考试大纲-132-L-6-recognition
recollect,26考研英语一考试大纲-132-L-7-recollect
recommend,26考研英语一考试大纲-132-L-8-recommend
reconcile,26考研英语一考试大纲-132-L-9-reconcile
record,26考研英语一考试大纲-132-L-10-record
recover,26考研英语一考试大纲-132-L-11-recover
recovery,26考研英语一考试大纲-132-L-12-recovery
recreation,26考研英语一考试大纲-132-L-13-recreation
recruit,26考研英语一考试大纲-132-L-14-recruit
rectangle,26考研英语一考试大纲-132-L-15-rectangle
rectify,26考研英语一考试大纲-132-L-16-rectify
recur,26考研英语一考试大纲-132-L-17-recur
recycle,26考研英语一考试大纲-132-L-18-recycle
red,26考研英语一考试大纲-132-L-19-red
redeem,26考研英语一考试大纲-132-L-20-redeem
reduce,26考研英语一考试大纲-132-L-21-reduce
reduction,26考研英语一考试大纲-132-L-22-reduction
redundant,26考研英语一考试大纲-132-L-23-redundant
reed,26考研英语一考试大纲-132-R-1-reed
reel,26考研英语一考试大纲-132-R-2-reel
refer,26考研英语一考试大纲-132-R-3-refer
reference,26考研英语一考试大纲-132-R-4-reference
refine,26考研英语一考试大纲-132-R-5-refine
reflect,26考研英语一考试大纲-132-R-6-reflect
reflection,26考研英语一考试大纲-132-R-7-reflection / -xion
reform,26考研英语一考试大纲-132-R-8-reform
refrain,26考研英语一考试大纲-132-R-9-refrain
refresh,26考研英语一考试大纲-132-R-10-refresh
refrigerator,26考研英语一考试大纲-132-R-11-refrigerator / fridge
fridge,26考研英语一考试大纲-132-R-11-refrigerator / fridge
refuge,26考研英语一考试大纲-132-R-12-refuge
refugee,26考研英语一考试大纲-132-R-13-refugee
refund,26考研英语一考试大纲-132-R-14-refund
refusal,26考研英语一考试大纲-132-R-15-refusal
refuse,26考研英语一考试大纲-132-R-16-refuse
refute,26考研英语一考试大纲-132-R-17-refute
regard,26考研英语一考试大纲-132-R-18-regard
regarding,26考研英语一考试大纲-132-R-19-regarding
regardless,26考研英语一考试大纲-132-R-20-regardless
regime,26考研英语一考试大纲-132-R-21-regime
region,26考研英语一考试大纲-132-R-22-region
register,26考研英语一考试大纲-132-R-23-register
regret,26考研英语一考试大纲-133-L-1-regret
regular,26考研英语一考试大纲-133-L-2-regular
regulate,26考研英语一考试大纲-133-L-3-regulate
regulation,26考研英语一考试大纲-133-L-4-regulation
rehearse,26考研英语一考试大纲-133-L-5-rehearse
reign,26考研英语一考试大纲-133-L-6-reign
rein,26考研英语一考试大纲-133-L-7-rein
reinforce,26考研英语一考试大纲-133-L-8-reinforce
reject,26考研英语一考试大纲-133-L-9-reject
rejoice,26考研英语一考试大纲-133-L-10-rejoice
relate,26考研英语一考试大纲-133-L-11-relate
relation,26考研英语一考试大纲-133-L-12-relation
relationship,26考研英语一考试大纲-133-L-13-relationship
relative,26考研英语一考试大纲-133-L-14-relative
relativity,26考研英语一考试大纲-133-L-15-relativity
relax,26考研英语一考试大纲-133-L-16-relax
relay,26考研英语一考试大纲-133-L-17-relay
release,26考研英语一考试大纲-133-L-18-release
relevant,26考研英语一考试大纲-133-L-19-relevant
reliable,26考研英语一考试大纲-133-L-20-reliable
reliance,26考研英语一考试大纲-133-L-21-reliance
relief,26考研英语一考试大纲-133-L-22-relief
relieve,26考研英语一考试大纲-133-L-23-relieve
religion,26考研英语一考试大纲-133-R-1-religion
religious,26考研英语一考试大纲-133-R-2-religious
relish,26考研英语一考试大纲-133-R-3-relish
reluctant,26考研英语一考试大纲-133-R-4-reluctant
rely,26考研英语一考试大纲-133-R-5-rely
remain,26考研英语一考试大纲-133-R-6-remain
remainder,26考研英语一考试大纲-133-R-7-remainder
remains,26考研英语一考试大纲-133-R-8-remains
remark,26考研英语一考试大纲-133-R-9-remark
remarkable,26考研英语一考试大纲-133-R-10-remarkable
remedy,26考研英语一考试大纲-133-R-11-remedy
remember,26考研英语一考试大纲-133-R-12-remember
remind,26考研英语一考试大纲-133-R-13-remind
remnant,26考研英语一考试大纲-133-R-14-remnant
remote,26考研英语一考试大纲-133-R-15-remote
removal,26考研英语一考试大纲-133-R-16-removal
remove,26考研英语一考试大纲-133-R-17-remove
renaissance,26考研英语一考试大纲-133-R-18-renaissance
render,26考研英语一考试大纲-133-R-19-render
renew,26考研英语一考试大纲-133-R-20-renew
renovate,26考研英语一考试大纲-133-R-21-renovate
rent,26考研英语一考试大纲-133-R-22-rent
repair,26考研英语一考试大纲-133-R-23-repair
repay,26考研英语一考试大纲-134-L-1-repay
repeat,26考研英语一考试大纲-134-L-2-repeat
repeatedly,26考研英语一考试大纲-134-L-3-repeatedly
repel,26考研英语一考试大纲-134-L-4-repel
repertoire,26考研英语一考试大纲-134-L-5-repertoire
repetition,26考研英语一考试大纲-134-L-6-repetition
replace,26考研英语一考试大纲-134-L-7-replace
reply,26考研英语一考试大纲-134-L-8-reply
report,26考研英语一考试大纲-134-L-9-report
reporter,26考研英语一考试大纲-134-L-10-reporter
represent,26考研英语一考试大纲-134-L-11-represent
representative,26考研英语一考试大纲-134-L-12-representative
repression,26考研英语一考试大纲-134-L-13-repression
reproach,26考研英语一考试大纲-134-L-14-reproach
reproduce,26考研英语一考试大纲-134-L-15-reproduce
reptile,26考研英语一考试大纲-134-L-16-reptile
republic,26考研英语一考试大纲-134-L-17-republic
republican,26考研英语一考试大纲-134-L-18-republican
reputation,26考研英语一考试大纲-134-L-19-reputation
request,26考研英语一考试大纲-134-L-20-request
require,26考研英语一考试大纲-134-L-21-require
requirement,26考研英语一考试大纲-134-L-22-requirement
rescue,26考研英语一考试大纲-134-L-23-rescue
research,26考研英语一考试大纲-134-R-1-research
resemblance,26考研英语一考试大纲-134-R-2-resemblance
resemble,26考研英语一考试大纲-134-R-3-resemble
resent,26考研英语一考试大纲-134-R-4-resent
reservation,26考研英语一考试大纲-134-R-5-reservation
reserve,26考研英语一考试大纲-134-R-6-reserve
reservoir,26考研英语一考试大纲-134-R-7-reservoir
residence,26考研英语一考试大纲-134-R-8-residence
resident,26考研英语一考试大纲-134-R-9-resident
resign,26考研英语一考试大纲-134-R-10-resign
resilient,26考研英语一考试大纲-134-R-11-resilient
resist,26考研英语一考试大纲-134-R-12-resist
resistance,26考研英语一考试大纲-134-R-13-resistance
resistant,26考研英语一考试大纲-134-R-14-resistant
resolute,26考研英语一考试大纲-134-R-15-resolute
resolution,26考研英语一考试大纲-134-R-16-resolution
resolve,26考研英语一考试大纲-134-R-17-resolve
resort,26考研英语一考试大纲-134-R-18-resort
resource,26考研英语一考试大纲-134-R-19-resource
respect,26考研英语一考试大纲-134-R-20-respect
respective,26考研英语一考试大纲-134-R-21-respective
respond,26考研英语一考试大纲-134-R-22-respond
response,26考研英语一考试大纲-134-R-23-response
responsibility,26考研英语一考试大纲-135-L-1-responsibility
responsible,26考研英语一考试大纲-135-L-2-responsible
rest,26考研英语一考试大纲-135-L-3-rest
restaurant,26考研英语一考试大纲-135-L-4-restaurant
restless,26考研英语一考试大纲-135-L-5-restless
restore,26考研英语一考试大纲-135-L-6-restore
restrain,26考研英语一考试大纲-135-L-7-restrain
restraint,26考研英语一考试大纲-135-L-8-restraint
restrict,26考研英语一考试大纲-135-L-9-restrict
result,26考研英语一考试大纲-135-L-10-result
resultant,26考研英语一考试大纲-135-L-11-resultant
resume,26考研英语一考试大纲-135-L-13-resume / r sum
r sum,26考研英语一考试大纲-135-L-13-resume / r sum
retail,26考研英语一考试大纲-135-L-14-retail
retain,26考研英语一考试大纲-135-L-15-retain
retention,26考研英语一考试大纲-135-L-16-retention
retire,26考研英语一考试大纲-135-L-17-retire
retort,26考研英语一考试大纲-135-L-18-retort
retreat,26考研英语一考试大纲-135-L-19-retreat
retrieve,26考研英语一考试大纲-135-L-20-retrieve
retrospect,26考研英语一考试大纲-135-L-21-retrospect
return,26考研英语一考试大纲-135-L-22-return
reveal,26考研英语一考试大纲-135-L-23-reveal
revelation,26考研英语一考试大纲-135-R-1-revelation
revenge,26考研英语一考试大纲-135-R-2-revenge
revenue,26考研英语一考试大纲-135-R-3-revenue
reverse,26考研英语一考试大纲-135-R-4-reverse
review,26考研英语一考试大纲-135-R-5-review
revise,26考研英语一考试大纲-135-R-6-revise
revive,26考研英语一考试大纲-135-R-7-revive
revolt,26考研英语一考试大纲-135-R-8-revolt
revolution,26考研英语一考试大纲-135-R-9-revolution
revolutionary,26考研英语一考试大纲-135-R-10-revolutionary
revolve,26考研英语一考试大纲-135-R-11-revolve
reward,26考研英语一考试大纲-135-R-12-reward
rhetoric,26考研英语一考试大纲-135-R-13-rhetoric
rhythm,26考研英语一考试大纲-135-R-14-rhythm
rib,26考研英语一考试大纲-135-R-15-rib
ribbon,26考研英语一考试大纲-135-R-16-ribbon
rice,26考研英语一考试大纲-135-R-17-rice
rich,26考研英语一考试大纲-135-R-18-rich
rid,26考研英语一考试大纲-135-R-19-rid
riddle,26考研英语一考试大纲-135-R-20-riddle
ride,26考研英语一考试大纲-135-R-21-ride
ridge,26考研英语一考试大纲-135-R-22-ridge
ridiculous,26考研英语一考试大纲-135-R-23-ridiculous
rifle,26考研英语一考试大纲-136-L-1-rifle
right,26考研英语一考试大纲-136-L-2-right
rigid,26考研英语一考试大纲-136-L-3-rigid
rigorous,26考研英语一考试大纲-136-L-4-rigorous
rim,26考研英语一考试大纲-136-L-5-rim
ring,26考研英语一考试大纲-136-L-6-ring
riot,26考研英语一考试大纲-136-L-7-riot
rip,26考研英语一考试大纲-136-L-8-rip
ripe,26考研英语一考试大纲-136-L-9-ripe
rise,26考研英语一考试大纲-136-L-10-rise
risk,26考研英语一考试大纲-136-L-11-risk
ritual,26考研英语一考试大纲-136-L-12-ritual
rival,26考研英语一考试大纲-136-L-13-rival
river,26考研英语一考试大纲-136-L-14-river
road,26考研英语一考试大纲-136-L-15-road
roar,26考研英语一考试大纲-136-L-16-roar
roast,26考研英语一考试大纲-136-L-17-roast
rob,26考研英语一考试大纲-136-L-18-rob
robe,26考研英语一考试大纲-136-L-19-robe
robot,26考研英语一考试大纲-136-L-20-robot
robust,26考研英语一考试大纲-136-L-21-robust
rock,26考研英语一考试大纲-136-L-22-rock
rocket,26考研英语一考试大纲-136-L-23-rocket
rod,26考研英语一考试大纲-136-R-1-rod
role,26考研英语一考试大纲-136-R-2-role
roll,26考研英语一考试大纲-136-R-3-roll
romance,26考研英语一考试大纲-136-R-4-romance
romantic,26考研英语一考试大纲-136-R-5-romantic
roof,26考研英语一考试大纲-136-R-6-roof
room,26考研英语一考试大纲-136-R-7-room
root,26考研英语一考试大纲-136-R-8-root
rope,26考研英语一考试大纲-136-R-9-rope
rose,26考研英语一考试大纲-136-R-10-rose
rot,26考研英语一考试大纲-136-R-11-rot
rotate,26考研英语一考试大纲-136-R-12-rotate
rotten,26考研英语一考试大纲-136-R-13-rotten
rough,26考研英语一考试大纲-136-R-14-rough
round,26考研英语一考试大纲-136-R-15-round
roundabout,26考研英语一考试大纲-136-R-16-roundabout
rouse,26考研英语一考试大纲-136-R-17-rouse
route,26考研英语一考试大纲-136-R-18-route
routine,26考研英语一考试大纲-136-R-19-routine
rOW,26考研英语一考试大纲-136-R-20-rOW
royal,26考研英语一考试大纲-136-R-21-royal
royalty,26考研英语一考试大纲-136-R-22-royalty
rub,26考研英语一考试大纲-136-R-23-rub
rubber,26考研英语一考试大纲-137-L-1-rubber
rubbish,26考研英语一考试大纲-137-L-2-rubbish
rude,26考研英语一考试大纲-137-L-3-rude
rug,26考研英语一考试大纲-137-L-4-rug
ruin,26考研英语一考试大纲-137-L-5-ruin
rule,26考研英语一考试大纲-137-L-6-rule
ruler,26考研英语一考试大纲-137-L-7-ruler
rumor,26考研英语一考试大纲-137-L-8-rumo(u)r
rumour,26考研英语一考试大纲-137-L-8-rumo(u)r
run,26考研英语一考试大纲-137-L-9-run
rural,26考研英语一考试大纲-137-L-10-rural
rush,26考研英语一考试大纲-137-L-11-rush
rust,26考研英语一考试大纲-137-L-12-rust
ruthless,26考研英语一考试大纲-137-L-13-ruthless
sack,26考研英语一考试大纲-137-L-14-sack
sacred,26考研英语一考试大纲-137-L-15-sacred
sacrifice,26考研英语一考试大纲-137-L-16-sacrifice
sad,26考研英语一考试大纲-137-L-17-sad
saddle,26考研英语一考试大纲-137-L-18-saddle
safe,26考研英语一考试大纲-137-L-19-safe
safeguard,26考研英语一考试大纲-137-L-20-safeguard
safety,26考研英语一考试大纲-137-L-21-safety
sail,26考研英语一考试大纲-137-L-22-sail
sailor,26考研英语一考试大纲-137-L-23-sailor
saint,26考研英语一考试大纲-137-R-1-saint
sake,26考研英语一考试大纲-137-R-2-sake
salad,26考研英语一考试大纲-137-R-3-salad
salary,26考研英语一考试大纲-137-R-4-salary
sale,26考研英语一考试大纲-137-R-5-sale
salesman,26考研英语一考试大纲-137-R-6-salesman / saleswoman / salesperson
saleswoman,26考研英语一考试大纲-137-R-6-salesman / saleswoman / salesperson
salesperson,26考研英语一考试大纲-137-R-6-salesman / saleswoman / salesperson
salient,26考研英语一考试大纲-137-R-7-salient
salt,26考研英语一考试大纲-137-R-8-salt
salute,26考研英语一考试大纲-137-R-9-salute
salvation,26考研英语一考试大纲-137-R-10-salvation
same,26考研英语一考试大纲-137-R-11-same
sample,26考研英语一考试大纲-137-R-12-sample
sanction,26考研英语一考试大纲-137-R-13-sanction
sand,26考研英语一考试大纲-137-R-14-sand
sandwich,26考研英语一考试大纲-137-R-15-sandwich
sane,26考研英语一考试大纲-137-R-16-sane
sarcastic,26考研英语一考试大纲-137-R-17-sarcastic
satellite,26考研英语一考试大纲-137-R-18-satellite
satire,26考研英语一考试大纲-137-R-19-satire
satisfaction,26考研英语一考试大纲-137-R-20-satisfaction
satisfactory,26考研英语一考试大纲-137-R-21-satisfactory
satisfy,26考研英语一考试大纲-137-R-22-satisfy
saturate,26考研英语一考试大纲-137-R-23-saturate
Saturday,26考研英语一考试大纲-138-L-1-Saturday
sauce,26考研英语一考试大纲-138-L-2-sauce
saucer,26考研英语一考试大纲-138-L-3-saucer
sausage,26考研英语一考试大纲-138-L-4-sausage
savage,26考研英语一考试大纲-138-L-5-savage
save,26考研英语一考试大纲-138-L-6-save
saving,26考研英语一考试大纲-138-L-7-saving
saw,26考研英语一考试大纲-138-L-8-saw
say,26考研英语一考试大纲-138-L-9-say
scale,26考研英语一考试大纲-138-L-10-scale
scan,26考研英语一考试大纲-138-L-11-scan
scandal,26考研英语一考试大纲-138-L-12-scandal
scar,26考研英语一考试大纲-138-L-13-scar
scarce,26考研英语一考试大纲-138-L-14-scarce
scarcely,26考研英语一考试大纲-138-L-15-scarcely
scare,26考研英语一考试大纲-138-L-16-scare
scarf,26考研英语一考试大纲-138-L-17-scarf
scatter,26考研英语一考试大纲-138-L-18-scatter
scenario,26考研英语一考试大纲-138-L-19-scenario
scene,26考研英语一考试大纲-138-L-20-scene
scenery,26考研英语一考试大纲-138-L-21-scenery
scent,26考研英语一考试大纲-138-L-22-scent
sceptical,26考研英语一考试大纲-138-L-23-sceptical / skeptical
skeptical,26考研英语一考试大纲-138-L-23-sceptical / skeptical
schedule,26考研英语一考试大纲-138-R-1-schedule
scheme,26考研英语一考试大纲-138-R-2-scheme
scholar,26考研英语一考试大纲-138-R-3-scholar
scholarship,26考研英语一考试大纲-138-R-4-scholarship
school,26考研英语一考试大纲-138-R-5-school
science,26考研英语一考试大纲-138-R-6-science
scientific,26考研英语一考试大纲-138-R-7-scientific
scientist,26考研英语一考试大纲-138-R-8-scientist
scissors,26考研英语一考试大纲-138-R-9-scissors
scold,26考研英语一考试大纲-138-R-10-scold
scope,26考研英语一考试大纲-138-R-11-scope
score,26考研英语一考试大纲-138-R-12-score
scorn,26考研英语一考试大纲-138-R-13-scorn
scout,26考研英语一考试大纲-138-R-14-scout
scramble,26考研英语一考试大纲-138-R-15-scramble
scrap,26考研英语一考试大纲-138-R-16-scrap
scrape,26考研英语一考试大纲-138-R-17-scrape
scratch,26考研英语一考试大纲-138-R-18-scratch
scream,26考研英语一考试大纲-138-R-19-scream
screen,26考研英语一考试大纲-138-R-20-screen
screw,26考研英语一考试大纲-138-R-21-screw
script,26考研英语一考试大纲-138-R-22-script
scrutiny,26考研英语一考试大纲-138-R-23-scrutiny
sculpture,26考研英语一考试大纲-139-L-1-sculpture
sea,26考研英语一考试大纲-139-L-2-sea
seal,26考研英语一考试大纲-139-L-3-seal
seam,26考研英语一考试大纲-139-L-4-seam
search,26考研英语一考试大纲-139-L-5-search
season,26考研英语一考试大纲-139-L-6-season
seat,26考研英语一考试大纲-139-L-7-seat
second,26考研英语一考试大纲-139-L-8-second
secondary,26考研英语一考试大纲-139-L-9-secondary
secret,26考研英语一考试大纲-139-L-10-secret
secretary,26考研英语一考试大纲-139-L-11-secretary
section,26考研英语一考试大纲-139-L-12-section
sector,26考研英语一考试大纲-139-L-13-sector
secure,26考研英语一考试大纲-139-L-14-secure
security,26考研英语一考试大纲-139-L-15-security
see,26考研英语一考试大纲-139-L-16-see
seed,26考研英语一考试大纲-139-L-17-seed
seek,26考研英语一考试大纲-139-L-18-seek
seem,26考研英语一考试大纲-139-L-19-seem
seemingly,26考研英语一考试大纲-139-L-20-seemingly
segment,26考研英语一考试大纲-139-L-21-segment
segregate,26考研英语一考试大纲-139-L-22-segregate
seize,26考研英语一考试大纲-139-L-23-seize
seldom,26考研英语一考试大纲-139-R-1-seldom
select,26考研英语一考试大纲-139-R-2-select
selection,26考研英语一考试大纲-139-R-3-selection
self,26考研英语一考试大纲-139-R-4-self
selfish,26考研英语一考试大纲-139-R-5-selfish
sell,26考研英语一考试大纲-139-R-6-sell
semester,26考研英语一考试大纲-139-R-7-semester
semiconductor,26考研英语一考试大纲-139-R-8-semiconductor
seminar,26考研英语一考试大纲-139-R-9-seminar
senate,26考研英语一考试大纲-139-R-10-senate
senator,26考研英语一考试大纲-139-R-11-senator
send,26考研英语一考试大纲-139-R-12-send
senior,26考研英语一考试大纲-139-R-13-senior
sensation,26考研英语一考试大纲-139-R-14-sensation
sense,26考研英语一考试大纲-139-R-15-sense
sensible,26考研英语一考试大纲-139-R-16-sensible
sensitive,26考研英语一考试大纲-139-R-17-sensitive
sentence,26考研英语一考试大纲-139-R-18-sentence
sentiment,26考研英语一考试大纲-139-R-19-sentiment
separate,26考研英语一考试大纲-139-R-20-separate
September,26考研英语一考试大纲-139-R-21-September
sequence,26考研英语一考试大纲-139-R-22-sequence
serial,26考研英语一考试大纲-139-R-23-serial
series,26考研英语一考试大纲-140-L-1-series
serious,26考研英语一考试大纲-140-L-2-serious
servant,26考研英语一考试大纲-140-L-3-servant
serve,26考研英语一考试大纲-140-L-4-serve
service,26考研英语一考试大纲-140-L-5-service
session,26考研英语一考试大纲-140-L-6-session
set,26考研英语一考试大纲-140-L-7-set
setback,26考研英语一考试大纲-140-L-8-setback
setting,26考研英语一考试大纲-140-L-9-setting
settle,26考研英语一考试大纲-140-L-10-settle
settlement,26考研英语一考试大纲-140-L-11-settlement
seven,26考研英语一考试大纲-140-L-12-seven
seventeen,26考研英语一考试大纲-140-L-13-seventeen
seventy,26考研英语一考试大纲-140-L-14-seventy
several,26考研英语一考试大纲-140-L-15-several
severe,26考研英语一考试大纲-140-L-16-severe
sew,26考研英语一考试大纲-140-L-17-sew
sex,26考研英语一考试大纲-140-L-18-sex
shabby,26考研英语一考试大纲-140-L-19-shabby
shade,26考研英语一考试大纲-140-L-20-shade
shadow,26考研英语一考试大纲-140-L-21-shadow
shaft,26考研英语一考试大纲-140-L-22-shaft
shake,26考研英语一考试大纲-140-L-23-shake
shall,26考研英语一考试大纲-140-R-1-shall
shallow,26考研英语一考试大纲-140-R-2-shallow
shame,26考研英语一考试大纲-140-R-3-shame
shampoo,26考研英语一考试大纲-140-R-4-shampoo
Shape,26考研英语一考试大纲-140-R-5-Shape
share,26考研英语一考试大纲-140-R-6-share
shark,26考研英语一考试大纲-140-R-7-shark
sharp,26考研英语一考试大纲-140-R-8-sharp
shatter,26考研英语一考试大纲-140-R-9-shatter
shave,26考研英语一考试大纲-140-R-10-shave
she,26考研英语一考试大纲-140-R-11-she
shear,26考研英语一考试大纲-140-R-12-shear
shed,26考研英语一考试大纲-140-R-13-shed
sheep,26考研英语一考试大纲-140-R-14-sheep
sheer,26考研英语一考试大纲-140-R-15-sheer
sheet,26考研英语一考试大纲-140-R-16-sheet
shelf,26考研英语一考试大纲-140-R-17-shelf
shell,26考研英语一考试大纲-140-R-18-shell
shelter,26考研英语一考试大纲-140-R-19-shelter
shepherd,26考研英语一考试大纲-140-R-20-shepherd
shield,26考研英语一考试大纲-140-R-21-shield
shift,26考研英语一考试大纲-140-R-22-shift
shine,26考研英语一考试大纲-140-R-23-shine
ship,26考研英语一考试大纲-141-L-1-ship
shipment,26考研英语一考试大纲-141-L-2-shipment
shirt,26考研英语一考试大纲-141-L-3-shirt
shiver,26考研英语一考试大纲-141-L-4-shiver
shock,26考研英语一考试大纲-141-L-5-shock
shoe,26考研英语一考试大纲-141-L-6-shoe
shoot,26考研英语一考试大纲-141-L-7-shoot
shop,26考研英语一考试大纲-141-L-8-shop
shore,26考研英语一考试大纲-141-L-9-shore
short,26考研英语一考试大纲-141-L-10-short
shortage,26考研英语一考试大纲-141-L-11-shortage
shortcoming,26考研英语一考试大纲-141-L-12-shortcoming
shorthand,26考研英语一考试大纲-141-L-13-shorthand
shot,26考研英语一考试大纲-141-L-14-shot
should,26考研英语一考试大纲-141-L-15-should
shoulder,26考研英语一考试大纲-141-L-16-shoulder
shout,26考研英语一考试大纲-141-L-17-shout
shove,26考研英语一考试大纲-141-L-18-shove
show,26考研英语一考试大纲-141-L-19-show
shower,26考研英语一考试大纲-141-L-20-shower
shrewd,26考研英语一考试大纲-141-L-21-shrewd
shrink,26考研英语一考试大纲-141-L-22-shrink
shrug,26考研英语一考试大纲-141-L-23-shrug
shut,26考研英语一考试大纲-141-R-1-shut
shutter,26考研英语一考试大纲-141-R-2-shutter
shuttle,26考研英语一考试大纲-141-R-3-shuttle
shy,26考研英语一考试大纲-141-R-4-shy
sibling,26考研英语一考试大纲-141-R-5-sibling
sick,26考研英语一考试大纲-141-R-6-sick
side,26考研英语一考试大纲-141-R-7-side
sideways,26考研英语一考试大纲-141-R-8-sideways
siege,26考研英语一考试大纲-141-R-9-siege
sigh,26考研英语一考试大纲-141-R-10-sigh
sight,26考研英语一考试大纲-141-R-11-sight
sightseeing,26考研英语一考试大纲-141-R-12-sightseeing
sign,26考研英语一考试大纲-141-R-13-sign
signal,26考研英语一考试大纲-141-R-14-signal
signature,26考研英语一考试大纲-141-R-15-signature
significance,26考研英语一考试大纲-141-R-16-significance
significant,26考研英语一考试大纲-141-R-17-significant
signify,26考研英语一考试大纲-141-R-18-signify
silence,26考研英语一考试大纲-141-R-19-silence
silent,26考研英语一考试大纲-141-R-20-silent
silicon,26考研英语一考试大纲-141-R-21-silicon
silk,26考研英语一考试大纲-141-R-22-silk
silly,26考研英语一考试大纲-141-R-23-silly
silver,26考研英语一考试大纲-142-L-1-silver
similar,26考研英语一考试大纲-142-L-2-similar
simple,26考研英语一考试大纲-142-L-3-simple
simplicity,26考研英语一考试大纲-142-L-4-simplicity
simplify,26考研英语一考试大纲-142-L-5-simplify
simply,26考研英语一考试大纲-142-L-6-simply
simulate,26考研英语一考试大纲-142-L-7-simulate
simultaneous,26考研英语一考试大纲-142-L-8-simultaneous
sin,26考研英语一考试大纲-142-L-9-sin
since,26考研英语一考试大纲-142-L-10-since
sincere,26考研英语一考试大纲-142-L-11-sincere
sing,26考研英语一考试大纲-142-L-12-sing
single,26考研英语一考试大纲-142-L-13-single
singular,26考研英语一考试大纲-142-L-14-singular
sink,26考研英语一考试大纲-142-L-15-sink
sip,26考研英语一考试大纲-142-L-16-sip
sir,26考研英语一考试大纲-142-L-17-sir
siren,26考研英语一考试大纲-142-L-18-siren
sister,26考研英语一考试大纲-142-L-19-sister
sit,26考研英语一考试大纲-142-L-20-sit
site,26考研英语一考试大纲-142-L-21-site
situate,26考研英语一考试大纲-142-L-22-situate
situation,26考研英语一考试大纲-142-L-23-situation
six,26考研英语一考试大纲-142-R-1-six
sixteen,26考研英语一考试大纲-142-R-2-sixteen
sixty,26考研英语一考试大纲-142-R-3-sixty
size,26考研英语一考试大纲-142-R-4-size
skate,26考研英语一考试大纲-142-R-5-skate
skeleton,26考研英语一考试大纲-142-R-6-skeleton
sketch,26考研英语一考试大纲-142-R-7-sketch
ski,26考研英语一考试大纲-142-R-8-ski
skilled,26考研英语一考试大纲-142-R-9-skilled
skill)ful,26考研英语一考试大纲-142-R-10-skill)ful
skim,26考研英语一考试大纲-142-R-11-skim
skin,26考研英语一考试大纲-142-R-12-skin
skip,26考研英语一考试大纲-142-R-13-skip
skirt,26考研英语一考试大纲-142-R-14-skirt
skull,26考研英语一考试大纲-142-R-15-skull
sky,26考研英语一考试大纲-142-R-16-sky
skyscraper,26考研英语一考试大纲-142-R-17-skyscraper
slack,26考研英语一考试大纲-142-R-18-slack
slam,26考研英语一考试大纲-142-R-19-slam
slap,26考研英语一考试大纲-142-R-20-slap
slaughter,26考研英语一考试大纲-142-R-21-slaughter
slave,26考研英语一考试大纲-142-R-22-slave
sleep,26考研英语一考试大纲-143-L-1-sleep
sleeve,26考研英语一考试大纲-143-L-2-sleeve
slender,26考研英语一考试大纲-143-L-3-slender
slice,26考研英语一考试大纲-143-L-4-slice
slide,26考研英语一考试大纲-143-L-5-slide
slight,26考研英语一考试大纲-143-L-6-slight
slim,26考研英语一考试大纲-143-L-7-slim
slip,26考研英语一考试大纲-143-L-8-slip
slipper,26考研英语一考试大纲-143-L-9-slipper
slippery,26考研英语一考试大纲-143-L-10-slippery
slogan,26考研英语一考试大纲-143-L-11-slogan
slope,26考研英语一考试大纲-143-L-12-slope
slot,26考研英语一考试大纲-143-L-13-slot
slow,26考研英语一考试大纲-143-L-14-slow
slum,26考研英语一考试大纲-143-L-15-slum
slump,26考研英语一考试大纲-143-L-16-slump
sly,26考研英语一考试大纲-143-L-17-sly
small,26考研英语一考试大纲-143-L-18-small
smart,26考研英语一考试大纲-143-L-19-smart
smash,26考研英语一考试大纲-143-L-20-smash
smell,26考研英语一考试大纲-143-L-21-smell
smile,26考研英语一考试大纲-143-L-22-smile
smog,26考研英语一考试大纲-143-L-23-smog
smoke,26考研英语一考试大纲-143-R-1-smoke
smooth,26考研英语一考试大纲-143-R-2-smooth
smuggle,26考研英语一考试大纲-143-R-3-smuggle
snack,26考研英语一考试大纲-143-R-4-snack
snake,26考研英语一考试大纲-143-R-5-snake
